Congruence,Stimulus_Side,ITI,Previous_Response,Previous_RT,Cue_Response,Cue_Response_RT,Response,RT,Trial_Time_Onset,Trial_Time_End,Trial_Order,Participant,Task
CONGRUENT,RIGHT,1166.666669,"('Time_Max_Exceeded', 1167.1770000000379)",0,,,RIGHT,568.4329,16:54.4,16:55.1,162,S2,ConflictResolution
CONGRUENT,LEFT,833.333335,"('Time_Max_Exceeded', 833.8674999999967)",0,,,LEFT,406.9239,16:56.0,16:56.7,163,S2,ConflictResolution
CONGRUENT,LEFT,566.6666678,"('Time_Max_Exceeded', 567.3443000000589)",0,,,LEFT,390.6916,16:57.3,16:57.9,164,S2,ConflictResolution
INCONGRUENT,LEFT,933.3333352,"('Time_Max_Exceeded', 933.8446000001568)",0,,,LEFT,378.0248,16:58.9,16:59.5,165,S2,ConflictResolution
INCONGRUENT,RIGHT,866.6666684,"('Time_Max_Exceeded', 867.4630999998953)",0,,,LEFT,397.442,17:00.4,17:01.0,166,S2,ConflictResolution
INCONGRUENT,RIGHT,1033.333335,"('Time_Max_Exceeded', 1033.9621000000534)",0,,,RIGHT,408.402,17:02.1,17:02.7,167,S2,ConflictResolution
CONGRUENT,RIGHT,866.6666684,"('Time_Max_Exceeded', 867.1899000000849)",0,,,RIGHT,420.6772,17:03.7,17:04.3,168,S2,ConflictResolution
CONGRUENT,RIGHT,600.0000012,"('Time_Max_Exceeded', 600.4622000000381)",0,,,RIGHT,341.8712,17:04.9,17:05.5,169,S2,ConflictResolution
INCONGRUENT,RIGHT,783.3333349,"('Time_Max_Exceeded', 783.746100000144)",0,,,RIGHT,472.2347,17:06.3,17:07.0,170,S2,ConflictResolution
INCONGRUENT,RIGHT,1433.333336,"('Time_Max_Exceeded', 1434.1810000000805)",0,,,RIGHT,416.9802,17:08.5,17:09.1,171,S2,ConflictResolution
CONGRUENT,RIGHT,566.6666678,"('Time_Max_Exceeded', 567.170600000054)",0,,,RIGHT,389.0013,17:09.8,17:10.4,172,S2,ConflictResolution
CONGRUENT,LEFT,633.3333346,"('Time_Max_Exceeded', 633.8550000000396)",0,,,LEFT,421.4915,17:11.1,17:11.7,173,S2,ConflictResolution
INCONGRUENT,LEFT,1100.000002,"('Time_Max_Exceeded', 1102.288499999986)",0,,,LEFT,476.505,17:12.8,17:13.5,174,S2,ConflictResolution
CONGRUENT,LEFT,1483.333336,"('Time_Max_Exceeded', 1483.859799999891)",0,,,LEFT,408.1646,17:15.1,17:15.7,175,S2,ConflictResolution
CONGRUENT,LEFT,1016.666669,"('Time_Max_Exceeded', 1017.1828000000005)",0,,,LEFT,356.2684,17:16.8,17:17.3,176,S2,ConflictResolution
CONGRUENT,LEFT,1500.000003,"('Time_Max_Exceeded', 1500.4805999999462)",0,,,LEFT,367.4304,17:18.9,17:19.5,177,S2,ConflictResolution
INCONGRUENT,RIGHT,533.3333344,"('Time_Max_Exceeded', 533.8217999999415)",0,,,RIGHT,518.9701,17:20.1,17:20.8,178,S2,ConflictResolution
INCONGRUENT,RIGHT,950.0000019,"('Time_Max_Exceeded', 950.4824999999073)",0,,,RIGHT,423.5528,17:21.8,17:22.5,179,S2,ConflictResolution
INCONGRUENT,LEFT,533.3333344,"('Time_Max_Exceeded', 534.6644000001106)",0,,,LEFT,476.7052,17:23.0,17:23.7,180,S2,ConflictResolution
CONGRUENT,LEFT,766.6666682,"('Time_Max_Exceeded', 768.7925999998697)",0,,,LEFT,406.9005,17:24.6,17:25.2,181,S2,ConflictResolution
INCONGRUENT,LEFT,633.3333346,"('Time_Max_Exceeded', 633.8258999999198)",0,,,LEFT,446.7687,17:25.9,17:26.6,182,S2,ConflictResolution
INCONGRUENT,RIGHT,566.6666678,"('Time_Max_Exceeded', 567.1477999999297)",0,,,RIGHT,567.2879,17:27.2,17:28.0,183,S2,ConflictResolution
INCONGRUENT,RIGHT,1350.000003,"('Time_Max_Exceeded', 1350.4812999999558)",0,,,RIGHT,455.2425,17:29.4,17:30.0,184,S2,ConflictResolution
CONGRUENT,RIGHT,950.0000019,"('Time_Max_Exceeded', 950.4672999999002)",0,,,RIGHT,379.9046,17:31.0,17:31.6,185,S2,ConflictResolution
CONGRUENT,LEFT,1383.333336,"('Time_Max_Exceeded', 1383.9908999998443)",0,,,LEFT,395.9286,17:33.1,17:33.7,186,S2,ConflictResolution
INCONGRUENT,LEFT,666.666668,"('Time_Max_Exceeded', 667.2650000000431)",0,,,LEFT,481.6295,17:34.4,17:35.1,187,S2,ConflictResolution
INCONGRUENT,RIGHT,716.6666681,"('Time_Max_Exceeded', 719.4342000000233)",0,,,RIGHT,455.7823,17:35.9,17:36.6,188,S2,ConflictResolution
INCONGRUENT,RIGHT,1150.000002,"('Time_Max_Exceeded', 1150.530099999969)",0,,,RIGHT,391.5535,17:37.8,17:38.4,189,S2,ConflictResolution
INCONGRUENT,RIGHT,1283.333336,"('Time_Max_Exceeded', 1283.8514000000032)",0,,,RIGHT,394.0206,17:39.7,17:40.3,190,S2,ConflictResolution
CONGRUENT,RIGHT,1133.333336,"('Time_Max_Exceeded', 1133.8084999999865)",0,,,RIGHT,396.6166,17:41.5,17:42.1,191,S2,ConflictResolution
INCONGRUENT,LEFT,716.6666681,"('Time_Max_Exceeded', 717.1289000000343)",0,,,RIGHT,394.8032,17:42.9,17:43.5,192,S2,ConflictResolution
INCONGRUENT,LEFT,1133.333336,"('Time_Max_Exceeded', 1133.9712000001327)",0,,,LEFT,654.5812,17:44.7,17:45.5,193,S2,ConflictResolution
CONGRUENT,LEFT,1183.333336,"('Time_Max_Exceeded', 1183.7956000001668)",0,,,LEFT,405.9099,17:46.8,17:47.4,194,S2,ConflictResolution
CONGRUENT,LEFT,916.6666685,"('Time_Max_Exceeded', 917.1782999999323)",0,,,LEFT,399.7182,17:48.3,17:49.0,195,S2,ConflictResolution
CONGRUENT,LEFT,933.3333352,"('Time_Max_Exceeded', 933.8302000001022)",0,,,LEFT,454.5475,17:49.9,17:50.6,196,S2,ConflictResolution
CONGRUENT,RIGHT,1433.333336,"('Time_Max_Exceeded', 1437.494900000047)",0,,,RIGHT,625.3318,17:52.1,17:53.0,197,S2,ConflictResolution
INCONGRUENT,RIGHT,1333.333336,"('Time_Max_Exceeded', 1333.7953000000198)",0,,,RIGHT,422.8864,17:54.3,17:55.0,198,S2,ConflictResolution
INCONGRUENT,RIGHT,1066.666669,"('Time_Max_Exceeded', 1067.4921000002087)",0,,,RIGHT,419.7721,17:56.1,17:56.7,199,S2,ConflictResolution
INCONGRUENT,RIGHT,916.6666685,"('Time_Max_Exceeded', 917.4356999999418)",0,,,RIGHT,426.174,17:57.7,17:58.3,200,S2,ConflictResolution
