Stimulus_Side,ITI,Stop_Signal,Stop_Signal_RT,Previous_Response,Previous_RT,Response,RT,Trial_Time_Onset,Trial_Time_End,Trial_Order,Duration,Participant,Task
LEFT,983.3333353,False,,,,LEFT,983.258899999953,2019-12-12 13:11:21.413763,2019-12-12 13:11:22.605794,1,5.514885733333333,S191212,Response_Inhibition
LEFT,950.0000019,False,,,,LEFT,290.0664000000006,2019-12-12 13:11:23.563436,2019-12-12 13:11:24.060612,2,5.514885733333333,S191212,Response_Inhibition
RIGHT,1316.6666693,False,,,,RIGHT,276.6731999999479,2019-12-12 13:11:25.392391,2019-12-12 13:11:25.876099,3,5.514885733333333,S191212,Response_Inhibition
LEFT,850.0000017,False,,,,LEFT,265.2825999999777,2019-12-12 13:11:26.740035,2019-12-12 13:11:27.212746,4,5.514885733333333,S191212,Response_Inhibition
RIGHT,733.3333348,False,,,,RIGHT,292.13319999996656,2019-12-12 13:11:27.961338,2019-12-12 13:11:28.460464,5,5.514885733333333,S191212,Response_Inhibition
RIGHT,616.6666679,False,,,,RIGHT,312.28440000001,2019-12-12 13:11:29.092952,2019-12-12 13:11:29.613387,6,5.514885733333333,S191212,Response_Inhibition
LEFT,1000.000002,True,183.3333337,,,LEFT,285.93253369998604,2019-12-12 13:11:30.628322,2019-12-12 13:11:31.124047,7,5.514885733333333,S191212,Response_Inhibition
LEFT,1150.0000023,False,,,,LEFT,323.7181000000078,2019-12-12 13:11:32.290118,2019-12-12 13:11:32.821141,8,5.514885733333333,S191212,Response_Inhibition
LEFT,1083.3333355,False,,,,LEFT,318.31079999994927,2019-12-12 13:11:33.918890,2019-12-12 13:11:34.445272,9,5.514885733333333,S191212,Response_Inhibition
RIGHT,1033.3333354000001,True,116.6666669,,,Time_Max_Exceeded,1500.072366899969,2019-12-12 13:11:35.492738,2019-12-12 13:11:36.995986,10,5.514885733333333,S191212,Response_Inhibition
RIGHT,850.0000017,False,,,,RIGHT,319.2877999999837,2019-12-12 13:11:37.853724,2019-12-12 13:11:38.380789,11,5.514885733333333,S191212,Response_Inhibition
LEFT,1166.666669,True,150.0000003,,,Time_Max_Exceeded,1500.0537003000463,2019-12-12 13:11:39.562356,2019-12-12 13:11:41.065762,12,5.514885733333333,S191212,Response_Inhibition
RIGHT,716.6666681,True,300.0000006,,,Time_Max_Exceeded,1500.047600600005,2019-12-12 13:11:41.789549,2019-12-12 13:11:43.293547,13,5.514885733333333,S191212,Response_Inhibition
LEFT,1066.6666688,False,,,,LEFT,645.1298000000065,2019-12-12 13:11:44.368574,2019-12-12 13:11:45.220280,14,5.514885733333333,S191212,Response_Inhibition
RIGHT,1050.0000021,False,,,,RIGHT,600.9157999999957,2019-12-12 13:11:46.284628,2019-12-12 13:11:47.093513,15,5.514885733333333,S191212,Response_Inhibition
LEFT,1133.3333356,True,66.6666668,,,Time_Max_Exceeded,1500.046166800001,2019-12-12 13:11:48.240681,2019-12-12 13:11:49.744150,16,5.514885733333333,S191212,Response_Inhibition
RIGHT,566.6666678,False,,,,RIGHT,654.4628999999986,2019-12-12 13:11:50.318589,2019-12-12 13:11:51.181729,17,5.514885733333333,S191212,Response_Inhibition
LEFT,716.6666681,False,,,,LEFT,748.329799999965,2019-12-12 13:11:51.913143,2019-12-12 13:11:52.867980,18,5.514885733333333,S191212,Response_Inhibition
LEFT,516.6666677000001,False,,,,LEFT,725.6530999999882,2019-12-12 13:11:53.399360,2019-12-12 13:11:54.332775,19,5.514885733333333,S191212,Response_Inhibition
LEFT,1100.0000022,False,,,,LEFT,516.687300000001,2019-12-12 13:11:55.448817,2019-12-12 13:11:56.173402,20,5.514885733333333,S191212,Response_Inhibition
LEFT,533.3333344,True,233.3333338,,,Time_Max_Exceeded,1500.052633799977,2019-12-12 13:11:56.719919,2019-12-12 13:11:58.223184,21,5.514885733333333,S191212,Response_Inhibition
LEFT,1416.6666695000001,False,,,,LEFT,381.8506999999727,2019-12-12 13:11:59.647195,2019-12-12 13:12:00.236283,22,5.514885733333333,S191212,Response_Inhibition
LEFT,1466.6666696,True,283.3333339,,,LEFT,517.2104339000293,2019-12-12 13:12:01.717717,2019-12-12 13:12:02.445497,23,5.514885733333333,S191212,Response_Inhibition
RIGHT,583.3333345,False,,,,RIGHT,528.2252999999741,2019-12-12 13:12:03.037939,2019-12-12 13:12:03.773577,24,5.514885733333333,S191212,Response_Inhibition
RIGHT,950.0000019,False,,,,RIGHT,570.4034999999976,2019-12-12 13:12:04.739407,2019-12-12 13:12:05.516307,25,5.514885733333333,S191212,Response_Inhibition
RIGHT,866.6666684,False,,,,RIGHT,484.82440000003635,2019-12-12 13:12:06.400434,2019-12-12 13:12:07.092612,26,5.514885733333333,S191212,Response_Inhibition
LEFT,1500.000003,False,,,,LEFT,525.0790000000052,2019-12-12 13:12:08.608575,2019-12-12 13:12:09.339860,27,5.514885733333333,S191212,Response_Inhibition
RIGHT,1433.3333362,False,,,,RIGHT,544.1169000000059,2019-12-12 13:12:10.780686,2019-12-12 13:12:11.532615,28,5.514885733333333,S191212,Response_Inhibition
RIGHT,833.333335,False,,,,RIGHT,495.77929999998105,2019-12-12 13:12:12.381398,2019-12-12 13:12:13.084334,29,5.514885733333333,S191212,Response_Inhibition
LEFT,883.3333351,False,,,,LEFT,470.2797000000487,2019-12-12 13:12:13.983152,2019-12-12 13:12:14.660149,30,5.514885733333333,S191212,Response_Inhibition
RIGHT,700.0000014,False,,,,RIGHT,597.887299999968,2019-12-12 13:12:15.367345,2019-12-12 13:12:16.171946,31,5.514885733333333,S191212,Response_Inhibition
LEFT,1216.6666691,False,,,,LEFT,433.1511999999975,2019-12-12 13:12:17.404114,2019-12-12 13:12:18.045787,32,5.514885733333333,S191212,Response_Inhibition
LEFT,1400.0000028,True,0.0,,,Time_Max_Exceeded,1500.178099999971,2019-12-12 13:12:19.460887,2019-12-12 13:12:20.961966,33,5.514885733333333,S191212,Response_Inhibition
RIGHT,883.3333351,False,,,,RIGHT,536.0595000000217,2019-12-12 13:12:21.853105,2019-12-12 13:12:22.595893,34,5.514885733333333,S191212,Response_Inhibition
LEFT,1183.3333357000001,False,,,,LEFT,665.2561000000219,2019-12-12 13:12:23.795569,2019-12-12 13:12:24.668233,35,5.514885733333333,S191212,Response_Inhibition
LEFT,750.0000015,True,266.6666672,,,Time_Max_Exceeded,1500.0556672000453,2019-12-12 13:12:25.433807,2019-12-12 13:12:26.936500,36,5.514885733333333,S191212,Response_Inhibition
RIGHT,1100.0000022,False,,,,RIGHT,529.5770999999831,2019-12-12 13:12:28.043644,2019-12-12 13:12:28.780697,37,5.514885733333333,S191212,Response_Inhibition
LEFT,1200.0000024,False,,,,LEFT,337.64369999994415,2019-12-12 13:12:29.995292,2019-12-12 13:12:30.539836,38,5.514885733333333,S191212,Response_Inhibition
RIGHT,1300.0000026,False,,,,RIGHT,501.3015000000678,2019-12-12 13:12:31.856419,2019-12-12 13:12:32.565466,39,5.514885733333333,S191212,Response_Inhibition
RIGHT,966.6666686,False,,,,RIGHT,643.6490000000958,2019-12-12 13:12:33.545496,2019-12-12 13:12:34.397352,40,5.514885733333333,S191212,Response_Inhibition
RIGHT,933.3333352,True,66.6666668,,,Time_Max_Exceeded,1500.0559668000444,2019-12-12 13:12:35.340050,2019-12-12 13:12:36.843147,41,5.514885733333333,S191212,Response_Inhibition
RIGHT,816.6666683,True,133.3333336,,,RIGHT,383.2511335999347,2019-12-12 13:12:37.667163,2019-12-12 13:12:38.261034,42,5.514885733333333,S191212,Response_Inhibition
RIGHT,516.6666677000001,False,,,,RIGHT,692.7775000000338,2019-12-12 13:12:38.792579,2019-12-12 13:12:39.693183,43,5.514885733333333,S191212,Response_Inhibition
LEFT,900.0000018000001,True,66.6666668,,,Time_Max_Exceeded,1500.0480668000303,2019-12-12 13:12:40.600143,2019-12-12 13:12:42.103280,44,5.514885733333333,S191212,Response_Inhibition
RIGHT,1150.0000023,True,233.3333338,,,RIGHT,437.3331337999059,2019-12-12 13:12:43.261728,2019-12-12 13:12:43.908314,45,5.514885733333333,S191212,Response_Inhibition
LEFT,1350.0000027,False,,,,LEFT,563.9341999999488,2019-12-12 13:12:45.265014,2019-12-12 13:12:46.036344,46,5.514885733333333,S191212,Response_Inhibition
RIGHT,900.0000018000001,False,,,,RIGHT,709.2330999998921,2019-12-12 13:12:46.951972,2019-12-12 13:12:47.869428,47,5.514885733333333,S191212,Response_Inhibition
LEFT,633.3333346000001,True,250.0000005,,,Time_Max_Exceeded,1500.0458005000662,2019-12-12 13:12:48.518343,2019-12-12 13:12:50.020821,48,5.514885733333333,S191212,Response_Inhibition
LEFT,766.6666682,False,,,,LEFT,577.7607999999645,2019-12-12 13:12:50.795346,2019-12-12 13:12:51.581559,49,5.514885733333333,S191212,Response_Inhibition
RIGHT,1416.6666695000001,True,216.6666671,,,RIGHT,332.74596709991033,2019-12-12 13:12:53.013480,2019-12-12 13:12:53.556213,50,5.514885733333333,S191212,Response_Inhibition
RIGHT,683.3333347,False,,,,RIGHT,662.1756000000687,2019-12-12 13:12:54.255168,2019-12-12 13:12:55.123942,51,5.514885733333333,S191212,Response_Inhibition
