Stimulus_Side,ITI,Stop_Signal,Stop_Signal_RT,Previous_Response,Previous_RT,Response,RT,Trial_Time_Onset,Trial_Time_End,Trial_Order,Duration,Participant,Task
LEFT,1450.0000029,False,,,,LEFT,357.8372999999715,2019-12-19 13:04:56.838986,2019-12-19 13:04:57.404382,1,5.5478671833333335,S19,Response_Inhibition
LEFT,733.3333348,False,,,,LEFT,306.2062999999853,2019-12-19 13:04:58.146949,2019-12-19 13:04:58.660787,2,5.5478671833333335,S19,Response_Inhibition
LEFT,700.0000014,False,,,,LEFT,275.0381000000175,2019-12-19 13:04:59.369429,2019-12-19 13:04:59.852744,3,5.5478671833333335,S19,Response_Inhibition
RIGHT,1366.6666694,True,200.0000004,,,RIGHT,309.535400400027,2019-12-19 13:05:01.227725,2019-12-19 13:05:01.748621,4,5.5478671833333335,S19,Response_Inhibition
RIGHT,1416.6666695000001,False,,,,RIGHT,406.67789999997694,2019-12-19 13:05:03.174109,2019-12-19 13:05:03.788947,5,5.5478671833333335,S19,Response_Inhibition
RIGHT,850.0000017,False,,,,RIGHT,365.1739999999677,2019-12-19 13:05:04.647444,2019-12-19 13:05:05.219503,6,5.5478671833333335,S19,Response_Inhibition
RIGHT,966.6666686,False,,,,RIGHT,321.9799999999964,2019-12-19 13:05:06.194220,2019-12-19 13:05:06.725001,7,5.5478671833333335,S19,Response_Inhibition
RIGHT,1050.0000021,False,,,,RIGHT,276.5426000000275,2019-12-19 13:05:07.784588,2019-12-19 13:05:08.268353,8,5.5478671833333335,S19,Response_Inhibition
RIGHT,783.3333349000001,True,300.0000006,,,RIGHT,309.2501005999743,2019-12-19 13:05:09.059740,2019-12-19 13:05:09.581344,9,5.5478671833333335,S19,Response_Inhibition
RIGHT,1200.0000024,True,16.6666667,,,RIGHT,306.4528667000373,2019-12-19 13:05:10.789578,2019-12-19 13:05:11.308404,10,5.5478671833333335,S19,Response_Inhibition
RIGHT,1450.0000029,True,50.0000001,,,RIGHT,402.5658000999794,2019-12-19 13:05:12.767174,2019-12-19 13:05:13.380852,11,5.5478671833333335,S19,Response_Inhibition
RIGHT,1216.6666691,False,,,,RIGHT,454.7651999999971,2019-12-19 13:05:14.605662,2019-12-19 13:05:15.269081,12,5.5478671833333335,S19,Response_Inhibition
RIGHT,1233.3333358,False,,,,RIGHT,325.6658000000243,2019-12-19 13:05:16.511295,2019-12-19 13:05:17.044403,13,5.5478671833333335,S19,Response_Inhibition
