Stimulus_Side,ITI,Stop_Signal,Stop_Signal_RT,Previous_Response,Previous_RT,Response,RT,Trial_Time_Onset,Trial_Time_End,Trial_Order,Duration,Participant,Task
RIGHT,583.3333345,False,,,,RIGHT,282.37819999998237,2019-11-12 11:15:53.904792,2019-11-12 11:15:54.394676,1.0,2.8501417833333336,S5,Response_Inhibition
RIGHT,983.3333353,False,,,,RIGHT,283.7428000000273,2019-11-12 11:15:55.384787,2019-11-12 11:15:55.875438,2.0,2.8501417833333336,S5,Response_Inhibition
RIGHT,1233.3333358,False,,,,RIGHT,337.1261000000345,2019-11-12 11:15:57.121261,2019-11-12 11:15:57.664487,3.0,2.8501417833333336,S5,Response_Inhibition
LEFT,550.0000011,True,283.3333339,,,LEFT,405.1475339000171,2019-11-12 11:15:58.226715,2019-11-12 11:15:58.842895,4.0,2.8501417833333336,S5,Response_Inhibition
LEFT,1183.3333357000001,False,,,,LEFT,402.24060000002737,2019-11-12 11:16:00.039147,2019-11-12 11:16:00.648852,5.0,2.8501417833333336,S5,Response_Inhibition
LEFT,1416.6666695000001,False,,,,LEFT,367.9826000000048,2019-11-12 11:16:02.077639,2019-11-12 11:16:02.652393,6.0,2.8501417833333336,S5,Response_Inhibition
RIGHT,1166.666669,False,,,,RIGHT,324.94379999997136,2019-11-12 11:16:03.831921,2019-11-12 11:16:04.363134,7.0,2.8501417833333336,S5,Response_Inhibition
RIGHT,966.6666686,False,,,,RIGHT,319.8653000000036,2019-11-12 11:16:05.343350,2019-11-12 11:16:05.870941,8.0,2.8501417833333336,S5,Response_Inhibition
RIGHT,1000.000002,False,,,,RIGHT,311.89969999996947,2019-11-12 11:16:06.883799,2019-11-12 11:16:07.401204,9.0,2.8501417833333336,S5,Response_Inhibition
LEFT,633.3333346000001,False,,,,LEFT,346.5048000000479,2019-11-12 11:16:08.048712,2019-11-12 11:16:08.601328,10.0,2.8501417833333336,S5,Response_Inhibition
RIGHT,1100.0000022,False,,,,RIGHT,280.86159999998017,2019-11-12 11:16:09.716304,2019-11-12 11:16:10.203328,11.0,2.8501417833333336,S5,Response_Inhibition
LEFT,1316.6666693,True,50.0000001,,,LEFT,322.92980010004266,2019-11-12 11:16:11.527446,2019-11-12 11:16:12.061300,12.0,2.8501417833333336,S5,Response_Inhibition
RIGHT,1366.6666694,False,,,,RIGHT,330.6382999999755,2019-11-12 11:16:13.438280,2019-11-12 11:16:13.976469,13.0,2.8501417833333336,S5,Response_Inhibition
LEFT,850.0000017,False,,,,LEFT,313.2255999999529,2019-11-12 11:16:14.840593,2019-11-12 11:16:15.360457,14.0,2.8501417833333336,S5,Response_Inhibition
RIGHT,533.3333344,False,,,,RIGHT,490.0193999999942,2019-11-12 11:16:15.908475,2019-11-12 11:16:16.606651,15.0,2.8501417833333336,S5,Response_Inhibition
LEFT,1300.0000026,False,,,,LEFT,337.9625999999689,2019-11-12 11:16:17.917847,2019-11-12 11:16:18.462347,16.0,2.8501417833333336,S5,Response_Inhibition
RIGHT,500.000001,True,266.6666672,,,RIGHT,488.4836671999873,2019-11-12 11:16:18.976319,2019-11-12 11:16:19.674498,17.0,2.8501417833333336,S5,Response_Inhibition
LEFT,1133.3333356,False,,,,LEFT,562.3476999999752,2019-11-12 11:16:20.820719,2019-11-12 11:16:21.589450,18.0,2.8501417833333336,S5,Response_Inhibition
