Stimulus_Side,ITI,Previous_Response,Previous_RT,Response,RT,Trial_Time_Onset,Trial_Time_End,Trial_Order,Duration,Participant,Task
RIGHT,683.3333347,,,RIGHT,274.39789999999675,2019-11-19 11:18:14.847755,2019-11-19 11:18:15.330172,69,2.46198855,S13,Response_Selection
RIGHT,1016.6666687000001,,,RIGHT,327.4336000000062,2019-11-19 11:18:16.362423,2019-11-19 11:18:16.897730,70,2.46198855,S13,Response_Selection
RIGHT,1300.0000026,,,RIGHT,365.1064999999676,2019-11-19 11:18:18.205750,2019-11-19 11:18:18.779382,71,2.46198855,S13,Response_Selection
RIGHT,1266.6666692000001,,,RIGHT,349.9965999999972,2019-11-19 11:18:20.056974,2019-11-19 11:18:20.615759,72,2.46198855,S13,Response_Selection
RIGHT,700.0000014,,,RIGHT,500.47619999998005,2019-11-19 11:18:21.323992,2019-11-19 11:18:22.031628,73,2.46198855,S13,Response_Selection
LEFT,1266.6666692000001,,,LEFT,375.5518999999481,2019-11-19 11:18:23.309517,2019-11-19 11:18:23.892967,74,2.46198855,S13,Response_Selection
RIGHT,1033.3333354000001,,,RIGHT,477.1756999999752,2019-11-19 11:18:24.934389,2019-11-19 11:18:25.620475,75,2.46198855,S13,Response_Selection
LEFT,866.6666684,,,LEFT,325.7227999999941,2019-11-19 11:18:26.504544,2019-11-19 11:18:27.038124,76,2.46198855,S13,Response_Selection
RIGHT,533.3333344,,,RIGHT,347.64800000004925,2019-11-19 11:18:27.579610,2019-11-19 11:18:28.135740,77,2.46198855,S13,Response_Selection
RIGHT,633.3333346000001,,,RIGHT,322.85389999998415,2019-11-19 11:18:28.786146,2019-11-19 11:18:29.316255,78,2.46198855,S13,Response_Selection
RIGHT,800.0000016,,,RIGHT,329.2635999999902,2019-11-19 11:18:30.124842,2019-11-19 11:18:30.661375,79,2.46198855,S13,Response_Selection
LEFT,683.3333347,,,RIGHT,333.9497000000051,2019-11-19 11:18:31.361769,2019-11-19 11:18:31.903752,80,2.46198855,S13,Response_Selection
