Stimulus_Side,ITI,Previous_Response,Previous_RT,Response,RT,Trial_Time_Onset,Trial_Time_End,Trial_Order,Duration,Participant,Task
RIGHT,1050.000002,,,DOWN,890.5078,11:23.6,11:24.7,1,1.826152983,S9,Processing_Speed
RIGHT,1466.66667,,,DOWN,348.8346,11:26.2,11:26.7,2,1.826152983,S9,Processing_Speed
LEFT,916.6666685,,,DOWN,356.2274,11:27.7,11:28.2,3,1.826152983,S9,Processing_Speed
RIGHT,533.3333344,,,DOWN,309.3395,11:28.8,11:29.3,4,1.826152983,S9,Processing_Speed
LEFT,500.000001,,,DOWN,345.0198,11:29.8,11:30.4,5,1.826152983,S9,Processing_Speed
LEFT,733.3333348,,,DOWN,348.7624,11:31.1,11:31.7,6,1.826152983,S9,Processing_Speed
LEFT,566.6666678,,,DOWN,329.0209,11:32.3,11:32.8,7,1.826152983,S9,Processing_Speed
LEFT,1466.66667,,,DOWN,344.7526,11:34.3,11:34.8,8,1.826152983,S9,Processing_Speed
LEFT,1266.666669,,,DOWN,326.1054,11:36.1,11:36.6,9,1.826152983,S9,Processing_Speed
LEFT,1400.000003,,,DOWN,289.6071,11:38.0,11:38.5,10,1.826152983,S9,Processing_Speed
LEFT,533.3333344,,,DOWN,329.8087,11:39.1,11:39.6,11,1.826152983,S9,Processing_Speed
RIGHT,1366.666669,,,DOWN,362.3265,11:41.0,11:41.6,12,1.826152983,S9,Processing_Speed
LEFT,1183.333336,,,DOWN,324.3007,11:42.8,11:43.3,13,1.826152983,S9,Processing_Speed
LEFT,666.666668,,,DOWN,348.3285,11:44.0,11:44.5,14,1.826152983,S9,Processing_Speed
RIGHT,1333.333336,,,DOWN,329.3999,11:45.9,11:46.4,15,1.826152983,S9,Processing_Speed
RIGHT,1433.333336,,,DOWN,401.1491,11:47.9,11:48.5,16,1.826152983,S9,Processing_Speed
RIGHT,633.3333346,,,DOWN,361.9033,11:49.1,11:49.7,17,1.826152983,S9,Processing_Speed
RIGHT,500.000001,,,DOWN,376.2839,11:50.2,11:50.8,18,1.826152983,S9,Processing_Speed
LEFT,983.3333353,,,DOWN,317.7935,11:51.8,11:52.3,19,1.826152983,S9,Processing_Speed
LEFT,1083.333336,,,DOWN,358.7477,11:53.4,11:54.0,20,1.826152983,S9,Processing_Speed
RIGHT,883.3333351,,,DOWN,291.9827,11:54.9,11:55.3,21,1.826152983,S9,Processing_Speed
RIGHT,600.0000012,,,DOWN,361.8099,11:56.0,11:56.5,22,1.826152983,S9,Processing_Speed
RIGHT,1183.333336,,,DOWN,337.072,11:57.7,11:58.3,23,1.826152983,S9,Processing_Speed
RIGHT,816.6666683,,,DOWN,484.3073,11:59.1,11:59.8,24,1.826152983,S9,Processing_Speed
RIGHT,1266.666669,,,DOWN,307.0075,12:01.1,12:01.6,25,1.826152983,S9,Processing_Speed
RIGHT,1083.333336,,,DOWN,431.2778,12:02.7,12:03.3,26,1.826152983,S9,Processing_Speed
