Stimulus_Side,ITI,Stop_Signal,Stop_Signal_RT,Previous_Response,Previous_RT,Response,RT,Trial_Time_Onset,Trial_Time_End,Trial_Order,Participant,Task
RIGHT,1433.333336,FALSE,,"('Time_Max_Exceeded', 1433.499000000097)",0,RIGHT,566.888,49:44.1,49:44.9,158,s4,ResponseInhibition
LEFT,783.3333349,TRUE,316.6666673,"('Time_Max_Exceeded', 0.25219999997716513)",0,Time_Max_Exceeded,1500.101067,49:45.7,49:47.2,159,s4,ResponseInhibition
LEFT,1483.333336,FALSE,,"('Time_Max_Exceeded', 0.44660000003204914)",0,LEFT,597.5297,49:48.7,49:49.5,160,s4,ResponseInhibition
LEFT,966.6666686,FALSE,,"('Time_Max_Exceeded', 966.8363000000681)",0,LEFT,726.2095,49:50.4,49:51.4,161,s4,ResponseInhibition
RIGHT,866.6666684,FALSE,,"('Time_Max_Exceeded', 866.9917000000851)",0,RIGHT,629.8338,49:52.3,49:53.1,162,s4,ResponseInhibition
RIGHT,616.6666679,FALSE,,"('Time_Max_Exceeded', 616.9370000000072)",0,RIGHT,524.4889,49:53.7,49:54.5,163,s4,ResponseInhibition
LEFT,1066.666669,FALSE,,"('Time_Max_Exceeded', 1067.0213999999305)",0,LEFT,424.2001,49:55.5,49:56.2,164,s4,ResponseInhibition
RIGHT,1066.666669,TRUE,316.6666673,"('Time_Max_Exceeded', 1066.9960000000174)",0,RIGHT,416.3313673,49:57.2,49:57.9,165,s4,ResponseInhibition
RIGHT,533.3333344,FALSE,,"('Time_Max_Exceeded', 533.4914000000026)",0,RIGHT,587.9851,49:58.4,49:59.2,166,s4,ResponseInhibition
RIGHT,1033.333335,FALSE,,"('Time_Max_Exceeded', 1033.544699999993)",0,RIGHT,559.3717,50:00.3,50:01.0,167,s4,ResponseInhibition
LEFT,1433.333336,TRUE,316.6666673,"('Time_Max_Exceeded', 1434.9114999999983)",0,Time_Max_Exceeded,1500.059567,50:02.5,50:04.0,168,s4,ResponseInhibition
LEFT,1233.333336,FALSE,,"('Time_Max_Exceeded', 1233.3838000000696)",0,LEFT,521.7512,50:05.2,50:06.0,169,s4,ResponseInhibition
LEFT,650.0000013,FALSE,,"('Time_Max_Exceeded', 650.4095000000234)",0,LEFT,628.5129,50:06.6,50:07.5,170,s4,ResponseInhibition
LEFT,700.0000014,TRUE,316.6666673,"('Time_Max_Exceeded', 0.25649999997767736)",0,LEFT,551.8147673,50:08.2,50:08.9,171,s4,ResponseInhibition
LEFT,1500.000003,FALSE,,"('Time_Max_Exceeded', 1500.9803000000375)",0,LEFT,705.5684,50:10.4,50:11.4,172,s4,ResponseInhibition
LEFT,1316.666669,FALSE,,"('Time_Max_Exceeded', 1317.6613000000543)",0,LEFT,646.5401,50:12.7,50:13.5,173,s4,ResponseInhibition
LEFT,583.3333345,FALSE,,"('Time_Max_Exceeded', 583.7159999999812)",0,LEFT,960.0321,50:14.1,50:15.3,174,s4,ResponseInhibition
RIGHT,716.6666681,FALSE,,"('Time_Max_Exceeded', 716.9883999999911)",0,RIGHT,653.0921,50:16.0,50:16.9,175,s4,ResponseInhibition
LEFT,1116.666669,TRUE,316.6666673,"('Time_Max_Exceeded', 1116.989799999942)",0,LEFT,450.7680673,50:18.0,50:18.7,176,s4,ResponseInhibition
LEFT,883.3333351,FALSE,,"('Time_Max_Exceeded', 883.594300000027)",0,LEFT,574.4589,50:19.6,50:20.4,177,s4,ResponseInhibition
LEFT,800.0000016,FALSE,,"('Time_Max_Exceeded', 0.08270000000720756)",0,LEFT,643.0963,50:21.2,50:22.0,178,s4,ResponseInhibition
RIGHT,1133.333336,FALSE,,"('Time_Max_Exceeded', 1133.6922000000413)",0,RIGHT,584.405,50:23.2,50:24.0,179,s4,ResponseInhibition
RIGHT,1400.000003,TRUE,300.0000006,"('Time_Max_Exceeded', 1400.3526000000193)",0,RIGHT,494.6304006,50:25.4,50:26.1,180,s4,ResponseInhibition
RIGHT,1350.000003,FALSE,,"('Time_Max_Exceeded', 1350.191099999961)",0,RIGHT,628.9169,50:27.5,50:28.3,181,s4,ResponseInhibition
LEFT,950.0000019,TRUE,283.3333339,"('Time_Max_Exceeded', 950.9222000000364)",0,LEFT,520.4706339,50:29.3,50:30.0,182,s4,ResponseInhibition
LEFT,516.6666677,FALSE,,"('Time_Max_Exceeded', 516.9544999999971)",0,LEFT,631.47,50:30.5,50:31.4,183,s4,ResponseInhibition
RIGHT,1383.333336,FALSE,,"('Time_Max_Exceeded', 1383.6632999999665)",0,RIGHT,587.4604,50:32.8,50:33.6,184,s4,ResponseInhibition
RIGHT,1200.000002,FALSE,,"('Time_Max_Exceeded', 1201.5810999999985)",0,RIGHT,578.3407,50:34.8,50:35.6,185,s4,ResponseInhibition
RIGHT,1166.666669,FALSE,,"('Time_Max_Exceeded', 1166.991199999984)",0,RIGHT,711.7367,50:36.7,50:37.7,186,s4,ResponseInhibition
LEFT,1250.000003,FALSE,,"('Time_Max_Exceeded', 1250.3209000000197)",0,LEFT,635.2523,50:38.9,50:39.8,187,s4,ResponseInhibition
LEFT,933.3333352,FALSE,,"('Time_Max_Exceeded', 0.1578999999765074)",0,LEFT,650.6124,50:40.7,50:41.6,188,s4,ResponseInhibition
RIGHT,783.3333349,FALSE,,"('Time_Max_Exceeded', 783.6381000000756)",0,RIGHT,677.0419,50:42.4,50:43.3,189,s4,ResponseInhibition
LEFT,833.333335,FALSE,,"('Time_Max_Exceeded', 0.15569999993658712)",0,LEFT,425.4716,50:44.1,50:44.7,190,s4,ResponseInhibition
LEFT,500.000001,FALSE,,"('Time_Max_Exceeded', 500.3103999999894)",0,LEFT,661.5364,50:45.3,50:46.1,191,s4,ResponseInhibition
LEFT,766.6666682,FALSE,,"('Time_Max_Exceeded', 0.14669999995930993)",0,LEFT,444.3307,50:46.9,50:47.6,192,s4,ResponseInhibition
RIGHT,1250.000003,FALSE,,"('Time_Max_Exceeded', 1250.2508000000034)",0,RIGHT,522.5579,50:48.8,50:49.5,193,s4,ResponseInhibition
LEFT,1033.333335,TRUE,283.3333339,"('Time_Max_Exceeded', 1033.594600000015)",0,LEFT,440.0965339,50:50.6,50:51.2,194,s4,ResponseInhibition
RIGHT,516.6666677,TRUE,266.6666672,"('Time_Max_Exceeded', 519.5606999999427)",0,Time_Max_Exceeded,1500.059967,50:51.8,50:53.3,195,s4,ResponseInhibition
LEFT,566.6666678,FALSE,,"('Time_Max_Exceeded', 566.7276000000356)",0,LEFT,657.5853,50:53.9,50:54.7,196,s4,ResponseInhibition
RIGHT,1116.666669,FALSE,,"('Time_Max_Exceeded', 0.3669999999829088)",0,RIGHT,655.5417,50:55.9,50:56.7,197,s4,ResponseInhibition
LEFT,616.6666679,TRUE,283.3333339,"('Time_Max_Exceeded', 617.1637999999575)",0,Time_Max_Exceeded,1500.060434,50:57.4,50:58.9,198,s4,ResponseInhibition
RIGHT,1416.66667,FALSE,,"('Time_Max_Exceeded', 1416.7172000001074)",0,RIGHT,937.9143,51:00.3,51:01.4,199,s4,ResponseInhibition
RIGHT,983.3333353,TRUE,283.3333339,"('Time_Max_Exceeded', 983.6575000000494)",0,Time_Max_Exceeded,1500.051034,51:02.4,51:03.9,200,s4,ResponseInhibition
