Congruence,Stimulus_Side,ITI,Previous_Response,Previous_RT,Cue_Response,Cue_Response_RT,Response,RT,Trial_Time_Onset,Trial_Time_End,Trial_Order,Duration,Participant,Task
CONGRUENT,RIGHT,683.3333347,,,,,RIGHT,507.323900000074,2019-10-31 16:31:04.334958,2019-10-31 16:31:05.051148,148,6.53653955,s3,ConflictResolution
INCONGRUENT,LEFT,816.6666683,,,,,LEFT,570.6884999999602,2019-10-31 16:31:05.895208,2019-10-31 16:31:06.674417,149,6.53653955,s3,ConflictResolution
CONGRUENT,RIGHT,500.000001,,,,,RIGHT,463.7336000000687,2019-10-31 16:31:07.204157,2019-10-31 16:31:07.876190,150,6.53653955,s3,ConflictResolution
INCONGRUENT,LEFT,1483.3333363,,,,,LEFT,556.998300000032,2019-10-31 16:31:09.387746,2019-10-31 16:31:10.152458,151,6.53653955,s3,ConflictResolution
CONGRUENT,LEFT,1150.0000023,,,,,LEFT,545.0669000001653,2019-10-31 16:31:11.322794,2019-10-31 16:31:12.074675,152,6.53653955,s3,ConflictResolution
CONGRUENT,RIGHT,1133.3333356,,,,,RIGHT,491.51069999993524,2019-10-31 16:31:13.238495,2019-10-31 16:31:13.939417,153,6.53653955,s3,ConflictResolution
INCONGRUENT,LEFT,900.0000018000001,,,,,LEFT,557.3018000000047,2019-10-31 16:31:14.869063,2019-10-31 16:31:15.633796,154,6.53653955,s3,ConflictResolution
INCONGRUENT,RIGHT,1433.3333362,,,,,RIGHT,581.6145999999662,2019-10-31 16:31:17.094536,2019-10-31 16:31:17.885110,155,6.53653955,s3,ConflictResolution
CONGRUENT,LEFT,866.6666684,,,,,LEFT,377.11930000000393,2019-10-31 16:31:18.781202,2019-10-31 16:31:19.366266,156,6.53653955,s3,ConflictResolution
CONGRUENT,RIGHT,666.6666680000001,,,,,RIGHT,561.3958999999795,2019-10-31 16:31:20.056443,2019-10-31 16:31:20.824814,157,6.53653955,s3,ConflictResolution
CONGRUENT,RIGHT,1066.6666688,,,,,RIGHT,490.33650000001217,2019-10-31 16:31:21.921746,2019-10-31 16:31:22.619289,158,6.53653955,s3,ConflictResolution
CONGRUENT,RIGHT,633.3333346000001,,,,,RIGHT,460.64019999994343,2019-10-31 16:31:23.281570,2019-10-31 16:31:23.949568,159,6.53653955,s3,ConflictResolution
INCONGRUENT,RIGHT,1266.6666692000001,,,,,LEFT,490.5375000000731,2019-10-31 16:31:25.246669,2019-10-31 16:31:25.945503,160,6.53653955,s3,ConflictResolution
INCONGRUENT,LEFT,716.6666681,,,,,LEFT,640.02830000004,2019-10-31 16:31:26.690731,2019-10-31 16:31:27.539313,161,6.53653955,s3,ConflictResolution
CONGRUENT,RIGHT,950.0000019,,,,,RIGHT,717.3453999998856,2019-10-31 16:31:28.509815,2019-10-31 16:31:29.435984,162,6.53653955,s3,ConflictResolution
CONGRUENT,RIGHT,566.6666678,,,,,RIGHT,399.5698999999604,2019-10-31 16:31:30.030541,2019-10-31 16:31:30.637917,163,6.53653955,s3,ConflictResolution
CONGRUENT,LEFT,1283.3333359,,,,,LEFT,411.7084000001796,2019-10-31 16:31:31.948963,2019-10-31 16:31:32.568594,164,6.53653955,s3,ConflictResolution
CONGRUENT,LEFT,1500.000003,,,,,LEFT,360.44860000015433,2019-10-31 16:31:34.098496,2019-10-31 16:31:34.667315,165,6.53653955,s3,ConflictResolution
INCONGRUENT,RIGHT,600.0000012,,,,,LEFT,365.929099999903,2019-10-31 16:31:35.295646,2019-10-31 16:31:35.868931,166,6.53653955,s3,ConflictResolution
INCONGRUENT,RIGHT,566.6666678,,,,,RIGHT,685.8968999999888,2019-10-31 16:31:36.462349,2019-10-31 16:31:37.355685,167,6.53653955,s3,ConflictResolution
CONGRUENT,RIGHT,700.0000014,,,,,RIGHT,423.19850000012593,2019-10-31 16:31:38.078517,2019-10-31 16:31:38.708767,168,6.53653955,s3,ConflictResolution
CONGRUENT,LEFT,733.3333348,,,,,LEFT,459.4746000000214,2019-10-31 16:31:39.470917,2019-10-31 16:31:40.137942,169,6.53653955,s3,ConflictResolution
INCONGRUENT,RIGHT,633.3333346000001,,,,,RIGHT,762.6602999998795,2019-10-31 16:31:40.791083,2019-10-31 16:31:41.762041,170,6.53653955,s3,ConflictResolution
INCONGRUENT,LEFT,533.3333344,,,,,LEFT,527.8923999999279,2019-10-31 16:31:42.323410,2019-10-31 16:31:43.059122,171,6.53653955,s3,ConflictResolution
CONGRUENT,LEFT,900.0000018000001,,,,,LEFT,416.98269999983495,2019-10-31 16:31:43.988467,2019-10-31 16:31:44.612713,172,6.53653955,s3,ConflictResolution
CONGRUENT,LEFT,583.3333345,,,,,LEFT,332.5581000001421,2019-10-31 16:31:45.226088,2019-10-31 16:31:45.766047,173,6.53653955,s3,ConflictResolution
CONGRUENT,LEFT,1050.0000021,,,,,LEFT,382.24349999995866,2019-10-31 16:31:46.836291,2019-10-31 16:31:47.427349,174,6.53653955,s3,ConflictResolution
INCONGRUENT,LEFT,1200.0000024,,,,,LEFT,575.4985999999462,2019-10-31 16:31:48.656775,2019-10-31 16:31:49.440119,175,6.53653955,s3,ConflictResolution
CONGRUENT,RIGHT,616.6666679,,,,,RIGHT,758.3558000001176,2019-10-31 16:31:50.085755,2019-10-31 16:31:51.053184,176,6.53653955,s3,ConflictResolution
INCONGRUENT,LEFT,1366.6666694,,,,,LEFT,621.1774999999307,2019-10-31 16:31:52.448554,2019-10-31 16:31:53.278063,177,6.53653955,s3,ConflictResolution
INCONGRUENT,LEFT,1333.3333360000001,,,,,LEFT,554.9652999998216,2019-10-31 16:31:54.632231,2019-10-31 16:31:55.396392,178,6.53653955,s3,ConflictResolution
INCONGRUENT,RIGHT,983.3333353,,,,,RIGHT,679.1992999999366,2019-10-31 16:31:56.408014,2019-10-31 16:31:57.294900,179,6.53653955,s3,ConflictResolution
INCONGRUENT,RIGHT,1466.6666696,,,,,RIGHT,679.8114000000623,2019-10-31 16:31:58.789591,2019-10-31 16:31:59.677948,180,6.53653955,s3,ConflictResolution
INCONGRUENT,LEFT,1283.3333359,,,,,RIGHT,743.7509000001228,2019-10-31 16:32:00.982262,2019-10-31 16:32:01.934325,181,6.53653955,s3,ConflictResolution
INCONGRUENT,LEFT,1083.3333355,,,,,LEFT,544.8151999999027,2019-10-31 16:32:03.038167,2019-10-31 16:32:03.790465,182,6.53653955,s3,ConflictResolution
CONGRUENT,RIGHT,1233.3333358,,,,,RIGHT,474.2197999999007,2019-10-31 16:32:05.052360,2019-10-31 16:32:05.735065,183,6.53653955,s3,ConflictResolution
CONGRUENT,RIGHT,516.6666677000001,,,,,RIGHT,500.4395000000841,2019-10-31 16:32:06.280554,2019-10-31 16:32:06.988635,184,6.53653955,s3,ConflictResolution
CONGRUENT,LEFT,633.3333346000001,,,,,LEFT,872.441199999912,2019-10-31 16:32:07.652706,2019-10-31 16:32:08.733920,185,6.53653955,s3,ConflictResolution
INCONGRUENT,RIGHT,900.0000018000001,,,,,RIGHT,485.28650000002926,2019-10-31 16:32:09.662300,2019-10-31 16:32:10.356015,186,6.53653955,s3,ConflictResolution
INCONGRUENT,RIGHT,966.6666686,,,,,RIGHT,572.3442000000887,2019-10-31 16:32:11.343745,2019-10-31 16:32:12.124363,187,6.53653955,s3,ConflictResolution
CONGRUENT,LEFT,1250.0000025,,,,,LEFT,454.99019999988377,2019-10-31 16:32:13.405753,2019-10-31 16:32:14.067563,188,6.53653955,s3,ConflictResolution
INCONGRUENT,RIGHT,500.000001,,,,,RIGHT,575.8245000001807,2019-10-31 16:32:14.588452,2019-10-31 16:32:15.372346,189,6.53653955,s3,ConflictResolution
INCONGRUENT,RIGHT,1150.0000023,,,,,RIGHT,580.0177999999505,2019-10-31 16:32:16.550709,2019-10-31 16:32:17.338146,190,6.53653955,s3,ConflictResolution
CONGRUENT,RIGHT,883.3333351,,,,,RIGHT,692.5108000000364,2019-10-31 16:32:18.245114,2019-10-31 16:32:19.145015,191,6.53653955,s3,ConflictResolution
INCONGRUENT,RIGHT,816.6666683,,,,,RIGHT,337.9008000001704,2019-10-31 16:32:19.992699,2019-10-31 16:32:20.538901,192,6.53653955,s3,ConflictResolution
CONGRUENT,RIGHT,1166.666669,,,,,RIGHT,485.33420000012484,2019-10-31 16:32:21.735489,2019-10-31 16:32:22.429426,193,6.53653955,s3,ConflictResolution
CONGRUENT,LEFT,550.0000011,,,,,LEFT,327.4178000001484,2019-10-31 16:32:22.999582,2019-10-31 16:32:23.534535,194,6.53653955,s3,ConflictResolution
INCONGRUENT,RIGHT,800.0000016,,,,,RIGHT,508.093499999859,2019-10-31 16:32:24.363667,2019-10-31 16:32:25.080143,195,6.53653955,s3,ConflictResolution
CONGRUENT,RIGHT,1083.3333355,,,,,RIGHT,557.1869000000333,2019-10-31 16:32:26.191407,2019-10-31 16:32:26.956209,196,6.53653955,s3,ConflictResolution
CONGRUENT,LEFT,800.0000016,,,,,LEFT,475.6262999999308,2019-10-31 16:32:27.785025,2019-10-31 16:32:28.469210,197,6.53653955,s3,ConflictResolution
INCONGRUENT,LEFT,733.3333348,,,,,LEFT,569.4605000001047,2019-10-31 16:32:29.229729,2019-10-31 16:32:30.007395,198,6.53653955,s3,ConflictResolution
CONGRUENT,RIGHT,1466.6666696,,,,,RIGHT,553.51799999994,2019-10-31 16:32:31.502547,2019-10-31 16:32:32.264751,199,6.53653955,s3,ConflictResolution
CONGRUENT,RIGHT,1266.6666692000001,,,,,RIGHT,473.01259999994727,2019-10-31 16:32:33.560051,2019-10-31 16:32:34.241222,200,6.53653955,s3,ConflictResolution
