Congruence,Stimulus_Side,ITI,Previous_Response,Previous_RT,Cue_Response,Cue_Response_RT,Response,RT,Trial_Time_Onset,Trial_Time_End,Trial_Order,Participant,Task
CONGRUENT,LEFT,1016.666669,"('Time_Max_Exceeded', 1017.1602000000348)",0,,,LEFT,454.6018,56:34.7,56:35.3,157,s4,ConflictResolution
CONGRUENT,RIGHT,816.6666683,"('Time_Max_Exceeded', 817.1293999998852)",0,,,RIGHT,365.9452,56:36.2,56:36.7,158,s4,ConflictResolution
CONGRUENT,RIGHT,1200.000002,"('Time_Max_Exceeded', 1200.210499999912)",0,,,RIGHT,392.7153,56:38.0,56:38.6,159,s4,ConflictResolution
INCONGRUENT,RIGHT,850.0000017,"('Time_Max_Exceeded', 850.3673000000163)",0,,,RIGHT,580.6064,56:39.4,56:40.2,160,s4,ConflictResolution
INCONGRUENT,RIGHT,1266.666669,"('Time_Max_Exceeded', 1266.9958999999835)",0,,,RIGHT,528.9849,56:41.5,56:42.3,161,s4,ConflictResolution
CONGRUENT,LEFT,616.6666679,"('Time_Max_Exceeded', 616.9922999999926)",0,,,LEFT,495.5252,56:42.9,56:43.6,162,s4,ConflictResolution
INCONGRUENT,LEFT,666.666668,"('Time_Max_Exceeded', 666.9366999999511)",0,,,LEFT,481.5417,56:44.3,56:45.0,163,s4,ConflictResolution
CONGRUENT,RIGHT,1266.666669,"('Time_Max_Exceeded', 1266.977499999939)",0,,,RIGHT,386.7421,56:46.3,56:46.9,164,s4,ConflictResolution
INCONGRUENT,LEFT,550.0000011,"('Time_Max_Exceeded', 550.3337000000101)",0,,,LEFT,551.5355,56:47.4,56:48.2,165,s4,ConflictResolution
CONGRUENT,LEFT,1300.000003,"('Time_Max_Exceeded', 1300.685299999941)",0,,,LEFT,427.6519,56:49.5,56:50.2,166,s4,ConflictResolution
CONGRUENT,LEFT,700.0000014,"('Time_Max_Exceeded', 700.3475999999864)",0,,,LEFT,383.9445,56:50.9,56:51.5,167,s4,ConflictResolution
CONGRUENT,RIGHT,1366.666669,"('Time_Max_Exceeded', 0.051100000064252526)",0,,,RIGHT,382.4661,56:52.9,56:53.5,168,s4,ConflictResolution
CONGRUENT,RIGHT,566.6666678,"('Time_Max_Exceeded', 0.24619999999231368)",0,,,RIGHT,452.7141,56:54.0,56:54.7,169,s4,ConflictResolution
CONGRUENT,RIGHT,583.3333345,"('Time_Max_Exceeded', 0.17339999999421707)",0,,,RIGHT,297.7585,56:55.3,56:55.8,170,s4,ConflictResolution
CONGRUENT,LEFT,566.6666678,"('Time_Max_Exceeded', 0.24260000009235227)",0,,,LEFT,417.1854,56:56.4,56:57.0,171,s4,ConflictResolution
CONGRUENT,RIGHT,1283.333336,"('Time_Max_Exceeded', 1283.5990000000947)",0,,,RIGHT,415.7967,56:58.3,56:59.0,172,s4,ConflictResolution
INCONGRUENT,RIGHT,783.3333349,"('Time_Max_Exceeded', 783.599200000026)",0,,,RIGHT,516.9941,56:59.8,57:00.5,173,s4,ConflictResolution
INCONGRUENT,RIGHT,883.3333351,"('Time_Max_Exceeded', 883.6636999999428)",0,,,RIGHT,434.8349,57:01.4,57:02.0,174,s4,ConflictResolution
CONGRUENT,LEFT,1366.666669,"('Time_Max_Exceeded', 1367.7717999999004)",0,,,LEFT,416.2544,57:03.4,57:04.1,175,s4,ConflictResolution
CONGRUENT,LEFT,1100.000002,"('Time_Max_Exceeded', 1101.714900000161)",0,,,LEFT,409.1,57:05.2,57:05.8,176,s4,ConflictResolution
INCONGRUENT,LEFT,1433.333336,"('Time_Max_Exceeded', 1433.6984999999913)",0,,,LEFT,608.9752,57:07.3,57:08.1,177,s4,ConflictResolution
CONGRUENT,LEFT,1233.333336,"('Time_Max_Exceeded', 0.1403000001118926)",0,,,LEFT,478.4141,57:09.3,57:10.0,178,s4,ConflictResolution
INCONGRUENT,LEFT,1100.000002,"('Time_Max_Exceeded', 1099.2579999999634)",0,,,LEFT,532.5774,57:11.1,57:11.9,179,s4,ConflictResolution
INCONGRUENT,LEFT,1200.000002,"('Time_Max_Exceeded', 1200.3262000000632)",0,,,LEFT,471.6911,57:13.1,57:13.8,180,s4,ConflictResolution
CONGRUENT,LEFT,716.6666681,"('Time_Max_Exceeded', 717.0288000002074)",0,,,LEFT,427.5047,57:14.5,57:15.2,181,s4,ConflictResolution
INCONGRUENT,RIGHT,1433.333336,"('Time_Max_Exceeded', 1433.565499999986)",0,,,RIGHT,492.1188,57:16.6,57:17.3,182,s4,ConflictResolution
INCONGRUENT,RIGHT,750.0000015,"('Time_Max_Exceeded', 753.8314999999329)",0,,,RIGHT,479.7942,57:18.1,57:18.8,183,s4,ConflictResolution
CONGRUENT,LEFT,850.0000017,"('Time_Max_Exceeded', 851.8611000001783)",0,,,LEFT,516.8276,57:19.7,57:20.4,184,s4,ConflictResolution
CONGRUENT,LEFT,550.0000011,"('Time_Max_Exceeded', 550.2512000000479)",0,,,LEFT,443.1713,57:21.0,57:21.6,185,s4,ConflictResolution
CONGRUENT,RIGHT,1050.000002,"('Time_Max_Exceeded', 1050.3318999999465)",0,,,RIGHT,418.5391,57:22.7,57:23.3,186,s4,ConflictResolution
CONGRUENT,RIGHT,1083.333336,"('Time_Max_Exceeded', 1083.670199999915)",0,,,RIGHT,417.5444,57:24.4,57:25.0,187,s4,ConflictResolution
INCONGRUENT,RIGHT,1100.000002,"('Time_Max_Exceeded', 1100.289900000007)",0,,,RIGHT,455.7616,57:26.2,57:26.8,188,s4,ConflictResolution
CONGRUENT,RIGHT,1100.000002,"('Time_Max_Exceeded', 1100.415299999895)",0,,,RIGHT,414.2522,57:27.9,57:28.6,189,s4,ConflictResolution
CONGRUENT,LEFT,866.6666684,"('Time_Max_Exceeded', 0.6347999999434251)",0,,,LEFT,482.0207,57:29.5,57:30.1,190,s4,ConflictResolution
INCONGRUENT,LEFT,716.6666681,"('Time_Max_Exceeded', 716.9919000000391)",0,,,LEFT,552.2933,57:30.9,57:31.7,191,s4,ConflictResolution
INCONGRUENT,RIGHT,1300.000003,"('Time_Max_Exceeded', 0.2943000001778273)",0,,,RIGHT,492.4663,57:33.0,57:33.7,192,s4,ConflictResolution
INCONGRUENT,RIGHT,566.6666678,"('Time_Max_Exceeded', 566.9954999998481)",0,,,RIGHT,767.8504,57:34.3,57:35.2,193,s4,ConflictResolution
CONGRUENT,LEFT,650.0000013,"('Time_Max_Exceeded', 650.3210000000763)",0,,,LEFT,478.5653,57:35.9,57:36.6,194,s4,ConflictResolution
INCONGRUENT,RIGHT,966.6666686,"('Time_Max_Exceeded', 967.022199999974)",0,,,RIGHT,441.3706,57:37.6,57:38.2,195,s4,ConflictResolution
CONGRUENT,RIGHT,1466.66667,"('Time_Max_Exceeded', 1466.995800000177)",0,,,RIGHT,457.9201,57:39.7,57:40.4,196,s4,ConflictResolution
INCONGRUENT,RIGHT,633.3333346,"('Time_Max_Exceeded', 633.6545999999998)",0,,,RIGHT,622.2673,57:41.1,57:41.9,197,s4,ConflictResolution
CONGRUENT,LEFT,950.0000019,"('Time_Max_Exceeded', 950.3400000000966)",0,,,LEFT,516.3106,57:42.9,57:43.6,198,s4,ConflictResolution
INCONGRUENT,RIGHT,916.6666685,"('Time_Max_Exceeded', 0.130899999930989)",0,,,RIGHT,432.1142,57:44.5,57:45.2,199,s4,ConflictResolution
CONGRUENT,RIGHT,516.6666677,"('Time_Max_Exceeded', 517.2308999999586)",0,,,RIGHT,625.9685,57:45.7,57:46.5,200,s4,ConflictResolution
