Stimulus_Side,ITI,Previous_Response,Previous_RT,Response,RT,Trial_Time_Onset,Trial_Time_End,Trial_Order,Duration,Participant,Task
LEFT,1466.6666696,RIGHT,-763.077,LEFT,272.04665800002203,2019-11-22 11:24:35.944397,2019-11-22 11:24:36.423958,1,2.6627823000000004,S14,Response_Selection
LEFT,733.3333348,LEFT,-593.5310000000001,LEFT,389.64717199999654,2019-11-22 11:24:37.163955,2019-11-22 11:24:37.759576,2,2.6627823000000004,S14,Response_Selection
RIGHT,700.0000014,,,RIGHT,333.657976000012,2019-11-22 11:24:38.467692,2019-11-22 11:24:39.008476,3,2.6627823000000004,S14,Response_Selection
RIGHT,600.0000012,,,RIGHT,346.5076839999881,2019-11-22 11:24:39.617607,2019-11-22 11:24:40.171391,4,2.6627823000000004,S14,Response_Selection
LEFT,983.3333353,RIGHT,-978.972,LEFT,320.61045000000377,2019-11-22 11:24:41.164327,2019-11-22 11:24:41.691888,5,2.6627823000000004,S14,Response_Selection
LEFT,1016.6666687000001,,,LEFT,318.07372500000497,2019-11-22 11:24:42.718283,2019-11-22 11:24:43.242611,6,2.6627823000000004,S14,Response_Selection
RIGHT,550.0000011,,,RIGHT,318.65236999999524,2019-11-22 11:24:43.798773,2019-11-22 11:24:44.323735,7,2.6627823000000004,S14,Response_Selection
LEFT,1250.0000025,,,LEFT,295.2841030000002,2019-11-22 11:24:45.583252,2019-11-22 11:24:46.085891,8,2.6627823000000004,S14,Response_Selection
RIGHT,800.0000016,,,RIGHT,330.4572730000075,2019-11-22 11:24:46.895897,2019-11-22 11:24:47.433363,9,2.6627823000000004,S14,Response_Selection
LEFT,500.000001,,,LEFT,326.05520599997817,2019-11-22 11:24:47.943000,2019-11-22 11:24:48.475806,10,2.6627823000000004,S14,Response_Selection
LEFT,1316.6666693,,,LEFT,299.67418199998974,2019-11-22 11:24:49.802069,2019-11-22 11:24:50.307618,11,2.6627823000000004,S14,Response_Selection
RIGHT,1400.0000028,,,RIGHT,342.1563919999926,2019-11-22 11:24:51.716654,2019-11-22 11:24:52.266388,12,2.6627823000000004,S14,Response_Selection
LEFT,633.3333346000001,,,LEFT,314.6804940000152,2019-11-22 11:24:52.905340,2019-11-22 11:24:53.427622,13,2.6627823000000004,S14,Response_Selection
RIGHT,883.3333351,,,RIGHT,321.8463719999818,2019-11-22 11:24:54.316681,2019-11-22 11:24:54.845470,14,2.6627823000000004,S14,Response_Selection
