Conflict,Stimulus_Side,ITI,Previous_Response,Previous_RT,Cue_Response,Cue_Response_RT,Response,RT,Trial_Time_Onset,Trial_Time_End,Trial_Order,Duration,Participant,Task
True,LEFT,966.6666686,,,,,Time_Max_Exceeded,1500.1015540000253,2019-11-22 11:33:12.276865,2019-11-22 11:33:13.776961,1,5.305175383333333,S14,Conflict_Resolution
False,LEFT,583.3333345,LEFT,-575.4590000000001,,,LEFT,515.6484269999737,2019-11-22 11:33:14.374423,2019-11-22 11:33:15.097041,2,5.305175383333333,S14,Conflict_Resolution
True,RIGHT,1150.0000023,,,,,RIGHT,521.1390229999324,2019-11-22 11:33:16.265419,2019-11-22 11:33:16.993551,3,5.305175383333333,S14,Conflict_Resolution
False,LEFT,1450.0000029,,,,,LEFT,413.7619270001096,2019-11-22 11:33:18.459577,2019-11-22 11:33:19.079388,4,5.305175383333333,S14,Conflict_Resolution
False,RIGHT,850.0000017,,,,,RIGHT,422.69476800004213,2019-11-22 11:33:19.946830,2019-11-22 11:33:20.576415,5,5.305175383333333,S14,Conflict_Resolution
False,RIGHT,1366.6666694,,,,,RIGHT,441.46773199997824,2019-11-22 11:33:21.960088,2019-11-22 11:33:22.608049,6,5.305175383333333,S14,Conflict_Resolution
False,RIGHT,700.0000014,,,,,RIGHT,453.6048009999831,2019-11-22 11:33:23.325201,2019-11-22 11:33:23.985897,7,5.305175383333333,S14,Conflict_Resolution
False,LEFT,783.3333349000001,,,,,LEFT,337.6464240000132,2019-11-22 11:33:24.786885,2019-11-22 11:33:25.332358,8,5.305175383333333,S14,Conflict_Resolution
True,RIGHT,1366.6666694,,,,,RIGHT,341.47548999999344,2019-11-22 11:33:26.717736,2019-11-22 11:33:27.265641,9,5.305175383333333,S14,Conflict_Resolution
False,LEFT,816.6666683,,,,,LEFT,338.0223130000104,2019-11-22 11:33:28.099986,2019-11-22 11:33:28.645317,10,5.305175383333333,S14,Conflict_Resolution
False,RIGHT,1033.3333354000001,,,,,RIGHT,338.80512299992915,2019-11-22 11:33:29.697159,2019-11-22 11:33:30.243323,11,5.305175383333333,S14,Conflict_Resolution
True,LEFT,716.6666681,,,,,LEFT,442.6158519999035,2019-11-22 11:33:30.978952,2019-11-22 11:33:31.627534,12,5.305175383333333,S14,Conflict_Resolution
True,RIGHT,500.000001,,,,,RIGHT,522.5198699999964,2019-11-22 11:33:32.145224,2019-11-22 11:33:32.874443,13,5.305175383333333,S14,Conflict_Resolution
False,RIGHT,950.0000019,,,,,RIGHT,465.53276800000276,2019-11-22 11:33:33.842425,2019-11-22 11:33:34.514614,14,5.305175383333333,S14,Conflict_Resolution
False,LEFT,1266.6666692000001,,,,,LEFT,396.5813810000327,2019-11-22 11:33:35.799005,2019-11-22 11:33:36.401814,15,5.305175383333333,S14,Conflict_Resolution
True,RIGHT,1033.3333354000001,,,,,RIGHT,435.732067999993,2019-11-22 11:33:37.454054,2019-11-22 11:33:38.096272,16,5.305175383333333,S14,Conflict_Resolution
True,LEFT,1450.0000029,,,,,LEFT,615.12866999999,2019-11-22 11:33:39.561636,2019-11-22 11:33:40.384228,17,5.305175383333333,S14,Conflict_Resolution
True,RIGHT,1050.0000021,,,,,RIGHT,534.9489059999541,2019-11-22 11:33:41.451019,2019-11-22 11:33:42.192971,18,5.305175383333333,S14,Conflict_Resolution
True,RIGHT,600.0000012,,,,,RIGHT,500.6121430000121,2019-11-22 11:33:42.812328,2019-11-22 11:33:43.520377,19,5.305175383333333,S14,Conflict_Resolution
False,LEFT,1500.000003,,,,,LEFT,391.4282389999926,2019-11-22 11:33:45.034985,2019-11-22 11:33:45.632538,20,5.305175383333333,S14,Conflict_Resolution
False,RIGHT,1383.3333361,,,,,RIGHT,354.02758899999753,2019-11-22 11:33:47.034118,2019-11-22 11:33:47.595053,21,5.305175383333333,S14,Conflict_Resolution
False,LEFT,1350.0000027,,,,,LEFT,339.5473809999885,2019-11-22 11:33:48.963633,2019-11-22 11:33:49.509758,22,5.305175383333333,S14,Conflict_Resolution
False,LEFT,1100.0000022,,,,,LEFT,435.7221949999257,2019-11-22 11:33:50.627542,2019-11-22 11:33:51.270336,23,5.305175383333333,S14,Conflict_Resolution
False,RIGHT,1466.6666696,,,,,RIGHT,398.1773240000166,2019-11-22 11:33:52.755002,2019-11-22 11:33:53.360417,24,5.305175383333333,S14,Conflict_Resolution
True,RIGHT,1100.0000022,,,,,LEFT,418.94504100002905,2019-11-22 11:33:54.478554,2019-11-22 11:33:55.103509,25,5.305175383333333,S14,Conflict_Resolution
False,RIGHT,583.3333345,,,,,RIGHT,495.67233499999475,2019-11-22 11:33:55.701025,2019-11-22 11:33:56.404454,26,5.305175383333333,S14,Conflict_Resolution
True,RIGHT,550.0000011,,,,,RIGHT,518.8896800000293,2019-11-22 11:33:56.972945,2019-11-22 11:33:57.698838,27,5.305175383333333,S14,Conflict_Resolution
True,RIGHT,950.0000019,,,,,RIGHT,538.4556789999806,2019-11-22 11:33:58.667526,2019-11-22 11:33:59.412500,28,5.305175383333333,S14,Conflict_Resolution
True,LEFT,950.0000019,,,,,LEFT,485.28953300001376,2019-11-22 11:34:00.377101,2019-11-22 11:34:01.068752,29,5.305175383333333,S14,Conflict_Resolution
False,LEFT,966.6666686,,,,,LEFT,374.7635710000168,2019-11-22 11:34:02.053766,2019-11-22 11:34:02.634610,30,5.305175383333333,S14,Conflict_Resolution
